epoch,loss,acc,acc_final20,norm,early,late,val_acc,val_acc_f20,val_norm,time_s
62,0.6949,0.6538,0.7327,0.4285,0.2858,0.1553,0.0000,0.0000,0.0000,0.9
63,0.6941,0.6503,0.7360,0.4361,0.2930,0.1579,0.0000,0.0000,0.0000,0.9
64,0.6844,0.6564,0.7476,0.4275,0.2896,0.1519,0.0000,0.0000,0.0000,0.9
65,0.6808,0.6568,0.7459,0.4243,0.2872,0.1506,0.6366,0.7295,0.4433,2.7
66,0.6814,0.6580,0.7447,0.4244,0.2893,0.1487,0.0000,0.0000,0.0000,0.9
67,0.6779,0.6593,0.7530,0.4208,0.2870,0.1467,0.0000,0.0000,0.0000,0.9
68,0.6745,0.6611,0.7553,0.4184,0.2854,0.1461,0.0000,0.0000,0.0000,1.0
69,0.6757,0.6599,0.7490,0.4219,0.2865,0.1485,0.0000,0.0000,0.0000,0.9
70,0.6746,0.6614,0.7552,0.4180,0.2846,0.1467,0.6439,0.7425,0.4401,2.7
71,0.6644,0.6694,0.7587,0.4090,0.2815,0.1405,0.0000,0.0000,0.0000,0.9
72,0.6638,0.6671,0.7607,0.4070,0.2800,0.1399,0.0000,0.0000,0.0000,1.0
73,0.6597,0.6684,0.7615,0.4081,0.2823,0.1387,0.0000,0.0000,0.0000,0.9
74,0.6618,0.6685,0.7658,0.4060,0.2794,0.1390,0.0000,0.0000,0.0000,1.0
75,0.6592,0.6696,0.7621,0.4033,0.2770,0.1388,0.6467,0.7370,0.4378,2.9
76,0.6774,0.6623,0.7597,0.4209,0.2903,0.1488,0.0000,0.0000,0.0000,2.5
77,0.6749,0.6656,0.7660,0.4163,0.2848,0.1494,0.0000,0.0000,0.0000,0.9
78,0.6676,0.6692,0.7595,0.4077,0.2794,0.1449,0.0000,0.0000,0.0000,0.9
79,0.6621,0.6717,0.7684,0.4065,0.2809,0.1433,0.0000,0.0000,0.0000,1.0
80,0.6646,0.6727,0.7690,0.4043,0.2782,0.1431,0.6557,0.7395,0.4103,2.8
81,0.6583,0.6754,0.7698,0.3999,0.2770,0.1399,0.0000,0.0000,0.0000,0.9
82,0.6560,0.6754,0.7726,0.4003,0.2794,0.1384,0.0000,0.0000,0.0000,1.0
83,0.6549,0.6782,0.7770,0.3974,0.2761,0.1386,0.0000,0.0000,0.0000,1.0
84,0.6549,0.6786,0.7729,0.3950,0.2745,0.1371,0.0000,0.0000,0.0000,1.0
85,0.6512,0.6789,0.7762,0.3940,0.2745,0.1367,0.6605,0.7430,0.4262,2.8
86,0.6497,0.6788,0.7770,0.3949,0.2755,0.1367,0.0000,0.0000,0.0000,0.9
87,0.6502,0.6794,0.7696,0.3943,0.2745,0.1374,0.0000,0.0000,0.0000,0.9
88,0.6473,0.6814,0.7773,0.3903,0.2705,0.1365,0.0000,0.0000,0.0000,0.9
89,0.6431,0.6845,0.7800,0.3867,0.2706,0.1327,0.0000,0.0000,0.0000,0.9
90,0.6423,0.6825,0.7787,0.3879,0.2712,0.1336,0.6824,0.7790,0.3829,2.6
91,0.6443,0.6833,0.7794,0.3874,0.2706,0.1332,0.0000,0.0000,0.0000,0.9
92,0.6424,0.6822,0.7819,0.3896,0.2734,0.1329,0.0000,0.0000,0.0000,0.9
93,0.6408,0.6832,0.7841,0.3867,0.2696,0.1340,0.0000,0.0000,0.0000,0.9
94,0.6385,0.6837,0.7835,0.3853,0.2716,0.1302,0.0000,0.0000,0.0000,1.0
95,0.6428,0.6850,0.7850,0.3859,0.2710,0.1320,0.6630,0.7320,0.3920,3.0
96,0.6354,0.6864,0.7845,0.3820,0.2687,0.1291,0.0000,0.0000,0.0000,0.9
97,0.6349,0.6852,0.7846,0.3824,0.2694,0.1293,0.0000,0.0000,0.0000,0.9
98,0.6348,0.6887,0.7824,0.3795,0.2668,0.1288,0.0000,0.0000,0.0000,0.9
99,0.6365,0.6859,0.7873,0.3824,0.2693,0.1299,0.0000,0.0000,0.0000,0.9
100,0.6343,0.6882,0.7846,0.3807,0.2683,0.1290,0.6828,0.7835,0.3798,2.7
101,0.6581,0.6756,0.7687,0.3950,0.2718,0.1361,0.0000,0.0000,0.0000,2.5
102,0.6575,0.6768,0.7732,0.3934,0.2697,0.1358,0.0000,0.0000,0.0000,0.9
103,0.6557,0.6760,0.7714,0.3923,0.2692,0.1361,0.0000,0.0000,0.0000,1.0
104,0.6565,0.6767,0.7725,0.3924,0.2685,0.1369,0.0000,0.0000,0.0000,0.9
105,0.6532,0.6786,0.7689,0.3879,0.2654,0.1354,0.6553,0.7335,0.4277,2.8
106,0.6503,0.6797,0.7725,0.3875,0.2656,0.1339,0.0000,0.0000,0.0000,0.9
107,0.6454,0.6814,0.7723,0.3828,0.2624,0.1325,0.0000,0.0000,0.0000,0.9
108,0.6447,0.6838,0.7762,0.3819,0.2635,0.1308,0.0000,0.0000,0.0000,0.9
109,0.6454,0.6814,0.7759,0.3856,0.2649,0.1331,0.0000,0.0000,0.0000,0.9
110,0.6426,0.6829,0.7721,0.3832,0.2642,0.1307,0.6793,0.7395,0.3792,2.7
111,0.6422,0.6835,0.7761,0.3811,0.2630,0.1307,0.0000,0.0000,0.0000,0.9
112,0.6390,0.6853,0.7827,0.3795,0.2632,0.1286,0.0000,0.0000,0.0000,0.9
113,0.6396,0.6840,0.7788,0.3786,0.2619,0.1289,0.0000,0.0000,0.0000,0.9
